computer,library,cyclist,history,memoir,mooring,score,label
9.059150295094186,7.834663557061921,7.290722198474929,7.548688862431675,7.514438287523022,7.386230457617347,4.0,computer
9.775415017661086,8.271751172578266,7.2977840939880405,7.404833854167186,7.3058541435383795,7.2517501912465825,4.5,computer
8.283526918878023,6.101736263494871,5.560344719383547,5.597184201051564,5.394332740109075,5.418984757529132,3.5,computer
11.894575438540457,10.462179876262418,9.49607606861172,9.56309495712206,9.566779218832036,9.421258803784667,5.0,computer
9.409740395979199,7.884384997242812,7.13359906426407,7.498151330308309,7.54920639508097,7.038572787573836,4.0,computer
8.182633616720768,8.082272044763501,7.723999487837021,7.827422439126637,7.64568142995441,7.755508715937952,4.0,computer
9.986591329312368,8.478834058756503,7.449723457415316,7.6302671145995316,7.51748748719744,7.4451906919268795,5.0,computer
9.141842028379527,7.676454649433881,7.35957125557677,7.208548391019117,7.168166737325398,7.249743063920241,5.0,computer
10.807067437301761,9.43330886770631,8.924297159118995,8.944131957010255,8.631111710818091,8.911754761346472,4.5,computer
8.903808060653537,8.154614836838771,7.6772463869856304,7.8697513709195945,7.824828089532165,7.670147072690785,4.5,computer
10.877090826973996,10.060971306173405,9.477216389183138,9.491907304606292,9.46800297352139,9.378451863359114,4.0,computer
8.2242074528818,6.897489167392108,5.978589809927759,5.991144845455896,5.995001793588748,5.999897407231916,4.0,computer
6.680031566467871,6.524480678949845,6.023501333071895,6.139778100131174,6.09607460117465,6.0793266951752765,3.5,computer
7.452658647216525,6.960790186521586,6.596964840825985,6.6568439169392715,6.473709734215075,6.621898473488981,3.0,computer
7.076043667132938,6.112228296084195,5.6778513291239,5.713559647186712,5.694452565066924,5.84298436107796,3.0,computer
11.84452099496668,9.687556545204405,8.990151807750303,8.790522497141385,8.76272063033452,8.876267073144614,6.0,computer
7.265871744728393,5.85736956677273,5.217723612338722,5.323340412471229,5.2263538141852015,5.274712885536279,4.0,computer
9.400035087145154,7.648933855901741,6.797519833733078,6.952334374944269,6.826165239522411,6.976206979640171,4.0,computer
5.571513924256264,5.610276533795451,5.699233504134272,5.708937957798096,5.671099689843092,5.719045223637998,2.0,computer
7.169256495304944,5.7914778368851305,5.263779946888319,5.406329855969089,5.205805901280619,5.465061154216706,3.0,computer
9.934394560638959,8.6541739320038,7.748032050669037,7.90667347451648,7.720454865135955,7.718476238286795,4.0,computer
4.209049959562734,4.1455386067503,4.120480214297075,4.032092574025267,3.848962348887519,4.127003605054238,1.5,computer
10.32952490317395,8.840970655895466,8.37952965306979,8.479019065144298,8.312970960393864,8.272798033653261,5.0,computer
10.801954490882553,8.95772983104123,8.947503644800264,8.829051328326374,8.760579490375774,8.809838370938722,5.5,computer
7.926294645551893,6.301158363738384,5.820548174333334,5.895176580312775,5.688728953828636,5.792708063787857,4.0,computer
9.100412333529754,7.8514263937018045,7.314845411894399,7.429947414488767,7.2474131881030495,7.458874171719145,4.5,computer
5.2482531474369845,4.974137394189409,5.013810393386695,5.002329913264159,4.9061688730049,4.923673932765041,2.0,computer
9.414773447865192,8.278449133728886,7.1213003920529605,7.248814177613388,7.356611434563318,7.072781464887926,4.5,computer
7.924060836147851,7.737131351373109,7.30402433242894,7.417810330189043,7.459114358531208,7.301888025331673,4.5,computer
7.255443711878715,6.550113404131674,6.018329229642085,5.999732834221352,6.002916957713791,5.954608178454457,4.0,computer
11.432963759896763,10.888427223659395,10.16487185750224,10.388639030970436,10.474347231433944,10.023671177045072,5.0,computer
10.515334375552843,9.026439359774523,8.055430874077398,8.207244756537534,8.162082386914811,8.210991840185597,5.0,computer
7.059967167197431,6.617908309516872,6.619336987371862,6.5562700379228485,6.505000600624222,6.5692044352325745,3.0,computer
8.609029642622536,7.251147771439382,6.736507901552438,6.811231023387063,6.745277256726026,6.588685091140847,4.0,computer
8.696710399946449,7.149962441570246,6.655084755492711,6.581818729893184,6.7151433310196404,6.677848331667235,4.5,computer
10.218227844016202,9.549346167105442,8.58265340031657,8.653110530746728,8.712472857619,8.830201924933903,5.0,computer
10.981699092543733,10.413201664141738,9.772329940577201,9.806954676614682,10.056345818703406,9.950256413905677,6.0,computer
9.25325556230335,8.064705756747228,7.444558787857609,7.497199150922945,7.331309992365959,7.441616922649095,4.0,computer
10.491420527621303,9.403928010134038,8.947063833084755,9.130250349445355,9.028087244534266,8.976360072674174,5.0,computer
7.512302617884076,6.784260836754728,6.3394437017502385,6.3723244441107125,6.269006331226276,6.428427870374161,3.5,computer
3.6410221458981735,2.9373996957849418,2.849714285133686,2.7958482305338777,2.53599333227805,2.8986509054740583,1.0,computer
7.0476426501706495,6.268169589308998,5.834315210223382,5.854775969115486,5.753515117013245,5.796730999401324,4.0,computer
6.233658405665078,5.376973229038594,4.9750621363285985,5.124287417529727,5.022098147150852,5.034930297551071,3.0,computer
5.7553956999237,4.72001087457371,4.0001521354894045,4.095326197548107,4.114286210958819,3.972228784891565,4.0,computer
8.216438985592026,7.20876182078229,6.730185589355133,6.807556090655872,6.658414067577202,6.798049897707327,4.0,computer
5.500258775536555,5.2271701470235765,5.166462567368248,5.135406842862205,5.186198381711231,5.166952356537613,4.0,computer
8.887303664263627,7.8315306797918245,7.1287312519314625,7.133902474644719,7.0892900381418364,7.081000979624545,4.0,computer
10.39839481047644,8.684747396512842,8.109230589775079,8.386561907438145,8.306466704799348,8.141695501465342,5.5,computer
7.473733833606919,5.280485150065851,4.815972011479071,4.877639363681915,4.7567346108278485,5.0303412179482505,3.0,computer
5.346071446375103,5.252497926898835,5.02989293314304,5.0616636193604805,5.054806308541973,5.005916356022047,2.5,computer
10.06489948138931,9.557399222856303,9.195785432122262,9.243272524575264,9.163094643949716,9.177901195309195,4.5,computer
7.926263049056913,7.093542120376496,6.721609398647273,6.763277881196392,6.558334861663651,6.742232252913209,3.5,computer
9.161527967374413,6.8470050469210655,5.911196341132785,5.949828611885523,5.916100020414171,6.0490798455928525,4.0,computer
10.020351529351576,9.26249815517223,9.002007002325096,9.04539812625993,8.952335595361477,8.768792444009541,5.0,computer
6.31301828832129,5.552163147738022,5.240300442336595,5.247138286034478,5.088874523721801,5.267099379207689,4.0,computer
11.692641305131179,10.0386559786938,8.973637906499343,8.908601385149488,8.905500541823105,8.86939869712976,5.0,computer
8.872778754716473,8.447388876368107,7.804119357732282,7.899344814056854,7.941637678402824,7.7302669150682535,4.5,computer
6.971258134001829,5.414758272244891,4.730150547570361,4.723931704374977,4.609209047309141,4.767331964524172,3.5,computer
9.364683278677346,8.85104484224524,8.0634096969075,7.869009832423505,8.4051892596572,8.120210489937222,4.0,computer
4.838531279073497,4.27367216405278,4.0372352014141635,4.109413332761205,4.012562091256603,4.126403641772021,2.0,computer
8.283476881125003,6.9641456597538545,6.270198865904556,6.361087050580073,6.203557283008994,6.205032097158048,4.0,computer
7.10184617666234,5.688736868724725,5.121064395089605,5.1979570111748465,5.057139945433189,5.265774341163728,4.0,computer
6.6273467762437654,5.713690118536733,5.45703830055768,5.435865668800766,5.486762111787742,5.486500919840522,4.0,computer
6.022782323036259,5.082191577363203,4.740802698242453,4.67789781063245,4.655227025617269,4.77561895651656,3.5,computer
8.988509891268551,7.911295430063218,7.217244937431452,7.368678633536553,7.265879878729264,7.252486277215345,4.5,computer
9.567474377257916,9.278478494536039,8.90036111279265,9.062142884509305,9.08373989104311,8.955841808058713,4.5,computer
7.133365399852582,6.38944168686184,6.007868572683182,6.1464445953392755,6.045137136385877,6.07807318012481,4.0,computer
10.074381027731487,8.69321293263731,8.07913253515518,8.184684348072855,8.16026990136487,8.096473833938743,4.5,computer
7.856139005246118,7.218165229014286,6.90185368505494,6.9576553512788095,6.693678378817974,6.85904435955642,3.5,computer
10.514988456662568,9.23380179446487,8.780084999619218,8.764033070553074,8.593608180318451,8.710873575826648,6.0,computer
9.543562332843086,7.184523924696057,6.227194146998441,6.162705205502537,6.105339079571804,6.2812646346387835,5.0,computer
11.243521176880675,9.512958064782303,8.482483048471268,8.597355538673023,8.306375813359793,8.44237913125053,5.0,computer
9.009050133514844,7.79435444326298,7.0320508987244565,7.1041971978643605,7.16645612204018,7.1137557722847955,4.0,computer
7.484114213573756,6.200212262294097,5.772476616688608,5.810514959006987,5.822898604480347,5.781312723158836,3.5,computer
9.060895494636457,7.813318952541795,7.585703123500031,7.58331286347844,7.515111112953601,8.318275299779216,4.0,computer
7.203555781099184,6.1569173495137735,6.232119423529004,6.225081972152184,6.078794596907291,6.107504369557134,4.0,computer
9.518768857784462,7.250879368227883,6.541287189204733,6.592140318899187,6.457929381607101,6.515882334622444,5.0,computer
8.382377635729526,7.2872924694248695,6.603214184674808,6.821675630817524,6.7114526046231315,6.593084318428724,5.0,computer
7.7513187646492305,5.664056372258815,4.862678091130696,5.0472933030055955,4.747281053558467,4.893108432513511,5.0,computer
9.665069436970144,8.918446806186267,8.149271127858423,8.100122568249512,8.047180308533559,8.111301751471947,4.0,computer
7.928863676062622,7.201384264512345,6.67694167315881,6.6788826727747095,6.582888512676673,6.681309842429655,4.0,computer
7.858636432497775,6.2992285431429895,5.797791130335631,5.877883137602849,5.731505700681589,5.75206963866464,4.0,computer
7.316616561183496,6.665644293720585,6.404133950953987,6.42102164121405,6.342620294450984,6.551248713718467,3.5,computer
5.133808144044872,4.327200800733123,4.145022752841183,4.124026366188209,3.9704405072911197,4.164164242957411,3.0,computer
8.891539019069906,6.563646351917523,5.596851565610788,5.779982590639978,5.596067592206971,5.687870830851122,5.0,computer
8.1403523642052,7.350883797212242,6.920043025862147,6.9982334212579245,6.920351160493567,6.901144209606586,4.0,computer
10.398267542111206,9.61582273570292,9.168476753360357,9.192505959481926,9.044245956914828,9.22358697190824,5.0,computer
8.41515621590081,7.381932494432728,7.158454443111525,7.163372449761055,7.016645776327916,7.226928471117737,4.5,computer
5.8964242427050735,4.566024364102962,4.346477121842313,4.514376098782144,4.318092023620646,4.493578627920095,3.0,computer
7.0116420087124895,4.961697625826462,4.347792333538505,4.46651449505648,4.304649043923613,4.423424718293098,3.5,computer
7.278487041995016,6.417190423005791,6.1686952692886345,6.148795763208117,6.037543860665248,6.134619742527951,4.0,computer
11.4965993038383,9.411776846190909,8.856442460458505,8.720063856809544,8.456435155443696,8.684906966383956,5.5,computer
12.368631273632714,10.16856056654473,9.779893626695493,9.921876986237914,9.69669970429172,9.608596618207747,5.5,computer
7.8709503988674205,5.74678871302703,5.160687254447512,5.312234202535833,5.236637213535875,5.275225015957822,4.0,computer
10.02958192757274,8.842766912037144,8.03478280140272,8.124568247217852,8.152757331085002,7.965440338874082,5.0,computer
8.338266343762239,7.127269042714141,6.667741268901795,6.684358534532396,6.505514757889343,6.658164049282032,3.5,computer
9.554435407828088,8.377137785745134,7.760382923604987,7.898561639183702,7.736668712464897,7.58370237611064,4.0,computer
9.303262132785774,8.70410098620202,9.165625351685199,9.217287445591941,9.291371364010724,8.998682208983533,5.5,computer
9.148108132587828,9.271350785560408,8.794053714571364,8.951780842060659,9.24393038969872,8.800586414224972,4.0,computer
7.140310347082767,6.591221766396859,6.410891162772878,6.312320215834877,6.31224880091114,6.293743641595697,3.5,computer
10.91094861106079,9.845129455364617,9.181165462539521,9.293778865891676,9.28449467986588,9.347753213828522,5.0,computer
8.058785591254132,6.780497358187971,6.213503649732251,6.115533239008185,6.177437543233382,6.301326706449664,4.0,computer
8.717405853107604,7.689994676555935,7.347888014085845,7.340544326589255,7.279482862690756,7.299057712147208,4.5,computer
8.223865874625272,7.280496562048964,7.25958714928163,7.153391713917259,7.153268636662905,7.217477635202147,5.0,computer
9.891701657690664,8.064297532326876,7.0322064560839985,7.239175027628006,7.150679026493656,7.107291193578413,4.5,computer
10.1586674536777,7.838056286563039,6.733883046906102,6.811018740844925,6.592146194978597,6.805482836307101,5.5,computer
9.9252771562897,8.75993723212039,8.099543202733923,8.266737353707487,8.062533940970804,8.13126877108241,5.0,computer
9.323518074110845,8.569971896580242,8.095517416879975,7.983940022222856,8.038647648726112,8.07624015738851,4.0,computer
7.7663401613871486,6.469369430491495,6.132720473477116,6.148472383163189,6.003977258231659,6.068376535514644,4.0,computer
6.89263983853666,6.397463851564348,6.039041821445414,6.239065363329044,6.073062492850904,6.246101925445311,3.0,computer
11.109482574135741,10.223106594779946,9.227865199640025,9.363800002119858,9.329469508542672,9.193545870389492,5.5,computer
10.819448601819177,9.027248882493812,8.11162666287758,8.183620048088864,8.049677496416821,8.18641029726988,4.5,computer
8.356091362997148,7.654054009725247,7.347239607958499,7.368960208142969,7.238378369173741,7.306776492001297,4.0,computer
9.301632539770447,7.370973748891587,6.593184696738437,6.573186477779332,6.546742964006932,6.654606499571785,4.0,computer
9.685447420689664,8.93696297349173,8.035841321667252,8.164669421285828,8.060178621789879,8.12000876940184,4.5,computer
4.42706858788499,4.401410632887761,4.48307172745541,4.3420838394204155,4.372315606227221,4.527546313362488,2.0,computer
8.255017377857035,6.791464044613187,6.4324786078161,6.577227150112182,6.381880571622408,6.408023272337905,4.0,computer
10.894387322158423,9.711368844891936,8.510191373673022,8.742864738563863,8.75832830203555,8.66475886788498,6.0,computer
11.982145867473898,11.145997370314069,10.562731423846474,10.578721822005292,10.583441631766059,10.603242580778726,5.0,computer
8.607125367631147,7.357267705336316,7.088815082967803,7.118840609979056,6.985203737859425,7.091191627688593,4.0,computer
8.833810879935376,8.914279471618604,8.305769180166653,8.327247065488562,8.542563795311118,8.757173628781807,4.0,computer
9.153245147758403,7.418260380614825,6.809952453354447,6.931044039064256,6.812163925107762,6.799443634988829,4.5,computer
9.843543622181445,7.297062712440029,6.50759468711548,6.592518023440481,6.42608040999683,6.522146932587363,5.0,computer
6.776080910637954,6.548844834606591,6.44317077490467,6.424520066977098,6.232666008118636,6.375825019017393,3.5,computer
5.0142810116797145,4.574427793725865,4.2361778152281735,4.283422033562965,4.105348367550699,4.388521535512192,2.5,computer
8.033013076833438,6.4898926748290595,5.745424879738754,5.82264771578726,5.792253123018932,5.6745809021419396,4.0,computer
9.467562244153953,8.129230369589695,7.608164615820409,7.664507705765178,7.61674883185696,7.603336006224818,4.5,computer
10.48886957080489,9.205276022275639,8.56521605224365,8.80396018161444,8.667285741404626,8.629025233746914,4.5,computer
9.130645649889244,7.327942451778478,6.853436447679321,6.839405274221045,6.688039313458053,6.829975992967788,5.0,computer
10.418069950480238,8.718961746387434,7.783158227672128,7.773216812128475,7.770574772186419,8.00004378862616,5.0,computer
10.331759039150365,8.650688834349861,7.74671474961926,7.845709824910637,7.778553103566768,7.937656802766488,5.0,computer
